100:b-1,c-1,g-1,g-b-1,h-1,h-c-1,k-1,k-g-1,k-h-1
000:
000:
000:
001:c-0,f-0,f-b-1,h-0,h-f-0,h-c-0,k-0,k-h-0
011:a-1,b-0,f-1,f-b-0,g-a-1,h-f-1
111:a-0,g-0,g-a-0,g-b-0,k-g-0
110:
